date,predicted_volume,total_traffic_volume,is_weekend,revenue_base,revenue_weekend_elastic,year
06-03-2016,46840.38,33134,1,168625.368,194256.4239,2016
07-03-2016,67953.615,61573,0,244633.014,244633.014,2016
08-03-2016,68746.155,44002,0,247486.158,247486.158,2016
09-03-2016,108962.2,79447,0,392263.92,392263.92,2016
10-03-2016,66381.065,52554,0,238971.834,238971.834,2016
11-03-2016,67181.535,57657,0,241853.526,241853.526,2016
12-03-2016,57937.63,52240,1,208575.468,240278.9391,2016
13-03-2016,58934.14,50257,1,212162.904,244411.6654,2016
14-03-2016,111637.885,108333,0,401896.386,401896.386,2016
15-03-2016,124867.18,135296,0,449521.848,449521.848,2016
16-03-2016,86371.61,72335,0,310937.796,310937.796,2016
17-03-2016,96910.905,95981,0,348879.258,348879.258,2016
18-03-2016,98160.305,83733,0,353377.098,353377.098,2016
19-03-2016,64843.91,57361,1,233438.076,268920.6636,2016
20-03-2016,46172.46,38096,1,166220.856,191486.4261,2016
21-03-2016,64101.22,59292,0,230764.392,230764.392,2016
22-03-2016,66696.855,58854,0,240108.678,240108.678,2016
23-03-2016,89328.25,84653,0,321581.7,321581.7,2016
24-03-2016,67003.835,55785,0,241213.806,241213.806,2016
25-03-2016,67962.68,62836,0,244665.648,244665.648,2016
26-03-2016,67051.77,65164,1,241386.372,278077.1005,2016
27-03-2016,54339.54,42426,1,195622.344,225356.9403,2016
28-03-2016,66430.435,57956,0,239149.566,239149.566,2016
29-03-2016,71312.15,66633,0,256723.74,256723.74,2016
30-03-2016,107548.985,105359,0,387176.346,387176.346,2016
31-03-2016,85981.645,79663,0,309533.922,309533.922,2016
01-04-2016,72975.77,75700,0,262712.772,262712.772,2016
02-04-2016,55360.96,49548,1,199299.456,229592.9733,2016
03-04-2016,44342.835,37607,1,159634.206,183898.6053,2016
04-04-2016,70244.655,59255,0,252880.758,252880.758,2016
05-04-2016,101262.72,107032,0,364545.792,364545.792,2016
06-04-2016,93495.37,91646,0,336583.332,336583.332,2016
07-04-2016,136885.77,131987,0,492788.772,492788.772,2016
08-04-2016,100130.22,105770,0,360468.792,360468.792,2016
09-04-2016,59806.925,62106,1,215304.93,248031.2794,2016
10-04-2016,51926.465,45928,1,186935.274,215349.4356,2016
11-04-2016,63195.475,57311,0,227503.71,227503.71,2016
12-04-2016,69330.765,65649,0,249590.754,249590.754,2016
13-04-2016,77631.635,68584,0,279473.886,279473.886,2016
14-04-2016,85133.635,88261,0,306481.086,306481.086,2016
15-04-2016,80590.165,79152,0,290124.594,290124.594,2016
16-04-2016,64998.515,66198,1,233994.654,269561.8414,2016
17-04-2016,55118.4,48009,1,198426.24,228587.0285,2016
18-04-2016,92149.71,91588,0,331738.956,331738.956,2016
19-04-2016,117415.145,116792,0,422694.522,422694.522,2016
20-04-2016,133566.08,147308,0,480837.888,480837.888,2016
21-04-2016,141885.85,152990,0,510789.06,510789.06,2016
22-04-2016,86708.455,82751,0,312150.438,312150.438,2016
23-04-2016,64519.955,62076,1,232271.838,267577.1574,2016
24-04-2016,139646.125,169783,1,502726.05,579140.4096,2016
25-04-2016,145356.095,164986,0,523281.942,523281.942,2016
26-04-2016,91137.79,57968,0,328096.044,328096.044,2016
27-04-2016,65925.35,53758,0,237331.26,237331.26,2016
28-04-2016,140008.045,176139,0,504028.962,504028.962,2016
29-04-2016,98254.75,102578,0,353717.1,353717.1,2016
30-04-2016,82748.015,75002,1,297892.854,343172.5678,2016
01-05-2016,74478.215,63839,1,268121.574,308876.0532,2016
02-05-2016,84944.105,82915,0,305798.778,305798.778,2016
03-05-2016,88388.37,88410,0,318198.132,318198.132,2016
04-05-2016,90168.52,91614,0,324606.672,324606.672,2016
05-05-2016,92462.36,95033,0,332864.496,332864.496,2016
06-05-2016,89322.575,91944,0,321561.27,321561.27,2016
07-05-2016,83055.88,86695,1,299001.168,344449.3455,2016
08-05-2016,67129.125,65838,1,241664.85,278397.9072,2016
09-05-2016,113739.85,105318,0,409463.46,409463.46,2016
10-05-2016,145353.675,167125,0,523273.23,523273.23,2016
11-05-2016,166134.645,187722,0,598084.722,598084.722,2016
12-05-2016,101048.51,101626,0,363774.636,363774.636,2016
13-05-2016,126427.91,132051,0,455140.476,455140.476,2016
14-05-2016,60763.74,67453,1,218749.464,251999.3825,2016
15-05-2016,62200.89,64367,1,223923.204,257959.531,2016
16-05-2016,84014.095,78950,0,302450.742,302450.742,2016
17-05-2016,86345.86,87076,0,310845.096,310845.096,2016
18-05-2016,88292.375,86809,0,317852.55,317852.55,2016
19-05-2016,89413.575,89380,0,321888.87,321888.87,2016
20-05-2016,91267.92,92243,0,328564.512,328564.512,2016
21-05-2016,71842.415,73943,1,258632.694,297944.8635,2016
22-05-2016,61732.69,62447,1,222237.684,256017.812,2016
23-05-2016,108264.435,102160,0,389751.966,389751.966,2016
24-05-2016,89615.27,99343,0,322614.972,322614.972,2016
25-05-2016,112303.695,112646,0,404293.302,404293.302,2016
26-05-2016,106617.24,103555,0,383822.064,383822.064,2016
27-05-2016,149944.61,153700,0,539800.596,539800.596,2016
28-05-2016,109627.84,119870,1,394660.224,454648.578,2016
29-05-2016,64770.345,64935,1,233173.242,268615.5748,2016
30-05-2016,74849.135,59487,0,269456.886,269456.886,2016
31-05-2016,109383.285,102493,0,393779.826,393779.826,2016
01-06-2016,90531.82,89209,0,325914.552,325914.552,2016
02-06-2016,84361.055,89861,0,303699.798,303699.798,2016
03-06-2016,129240.62,132792,0,465266.232,465266.232,2016
04-06-2016,99644.94,99491,1,358721.784,413247.4952,2016
05-06-2016,65921.9,65472,1,237318.84,273391.3037,2016
06-06-2016,84903.33,91141,0,305651.988,305651.988,2016
07-06-2016,88901.9,90583,0,320046.84,320046.84,2016
08-06-2016,87363.79,93349,0,314509.644,314509.644,2016
09-06-2016,87503.745,91163,0,315013.482,315013.482,2016
10-06-2016,79687.175,92121,0,286873.83,286873.83,2016
11-06-2016,66544.785,68692,1,239561.226,275974.5324,2016
12-06-2016,61344.95,61953,1,220841.82,254409.7766,2016
13-06-2016,85989.96,85530,0,309563.856,309563.856,2016
14-06-2016,103192.33,86753,0,371492.388,371492.388,2016
15-06-2016,102465.91,92039,0,368877.276,368877.276,2016
16-06-2016,70129.455,94233,0,252466.038,252466.038,2016
17-06-2016,81373.995,93219,0,292946.382,292946.382,2016
18-06-2016,76009.62,82409,1,273634.632,315227.0961,2016
19-06-2016,71163.91,72216,1,256190.076,295130.9676,2016
20-06-2016,86134.415,87516,0,310083.894,310083.894,2016
21-06-2016,86491.01,90541,0,311367.636,311367.636,2016
22-06-2016,89791.135,92755,0,323248.086,323248.086,2016
23-06-2016,95314.68,95360,0,343132.848,343132.848,2016
24-06-2016,102001.765,103459,0,367206.354,367206.354,2016
25-06-2016,70541,72498,1,253947.6,292547.6352,2016
26-06-2016,57041.305,61143,1,205348.698,236561.7001,2016
27-06-2016,85185.275,78893,0,306666.99,306666.99,2016
28-06-2016,87470.505,82587,0,314893.818,314893.818,2016
29-06-2016,87199.59,82260,0,313918.524,313918.524,2016
30-06-2016,85612.9,84901,0,308206.44,308206.44,2016
01-07-2016,77114.35,79556,0,277611.66,277611.66,2016
02-07-2016,61416.705,56401,1,221100.138,254707.359,2016
03-07-2016,56637.73,51552,1,203895.828,234887.9939,2016
04-07-2016,65201.595,46678,0,234725.742,234725.742,2016
05-07-2016,123301.775,108462,0,443886.39,443886.39,2016
06-07-2016,97623.555,98000,0,351444.798,351444.798,2016
07-07-2016,104829.955,91565,0,377387.838,377387.838,2016
08-07-2016,82962.985,80076,0,298666.746,298666.746,2016
09-07-2016,58049.285,54908,1,208977.426,240741.9948,2016
10-07-2016,84392.345,75511,1,303812.442,349991.9332,2016
11-07-2016,103913.905,77723,0,374090.058,374090.058,2016
12-07-2016,84739.11,81237,0,305060.796,305060.796,2016
13-07-2016,79503.94,80937,0,286214.184,286214.184,2016
14-07-2016,95380.515,83446,0,343369.854,343369.854,2016
15-07-2016,87784.67,83493,0,316024.812,316024.812,2016
16-07-2016,66389.64,65154,1,239002.704,275331.115,2016
17-07-2016,59419.885,57320,1,213911.586,246426.1471,2016
18-07-2016,79915.04,77057,0,287694.144,287694.144,2016
19-07-2016,64292.715,78264,0,231453.774,231453.774,2016
20-07-2016,74009.505,81339,0,266434.218,266434.218,2016
21-07-2016,95187.7,99028,0,342675.72,342675.72,2016
22-07-2016,83518.3,81568,0,300665.88,300665.88,2016
23-07-2016,22654.045,6753,1,81554.562,93950.85542,2016
24-07-2016,38711.305,22284,1,139360.698,160543.5241,2016
25-07-2016,79892.765,78885,0,287613.954,287613.954,2016
26-07-2016,83450.37,80268,0,300421.332,300421.332,2016
27-07-2016,124419.685,132660,0,447910.866,447910.866,2016
28-07-2016,100810.82,82096,0,362918.952,362918.952,2016
29-07-2016,80417.12,76696,0,289501.632,289501.632,2016
30-07-2016,45449.59,53403,1,163618.524,188488.5396,2016
31-07-2016,58734.65,51310,1,211444.74,243584.3405,2016
01-08-2016,82726.79,78929,0,297816.444,297816.444,2016
02-08-2016,81332.005,83646,0,292795.218,292795.218,2016
03-08-2016,91570.655,95792,0,329654.358,329654.358,2016
04-08-2016,88658.485,83903,0,319170.546,319170.546,2016
05-08-2016,79692.935,86389,0,286894.566,286894.566,2016
06-08-2016,56872.46,75179,1,204740.856,235861.4661,2016
07-08-2016,63134.415,67893,1,227283.894,261831.0459,2016
08-08-2016,79468.88,79902,0,286087.968,286087.968,2016
09-08-2016,85900.79,82965,0,309242.844,309242.844,2016
10-08-2016,84800.62,80712,0,305282.232,305282.232,2016
11-08-2016,95469.19,85267,0,343689.084,343689.084,2016
12-08-2016,84961,82437,0,305859.6,305859.6,2016
13-08-2016,60897.01,63649,1,219229.236,252552.0799,2016
14-08-2016,60120.55,58705,1,216433.98,249331.945,2016
15-08-2016,76562.265,78747,0,275624.154,275624.154,2016
16-08-2016,84313.66,79830,0,303529.176,303529.176,2016
17-08-2016,83252,82589,0,299707.2,299707.2,2016
18-08-2016,82296.795,82139,0,296268.462,296268.462,2016
19-08-2016,101433.095,85417,0,365159.142,365159.142,2016
20-08-2016,87133.345,84552,1,313680.042,361359.4084,2016
21-08-2016,63142.155,59222,1,227311.758,261863.1452,2016
22-08-2016,78895.75,81092,0,284024.7,284024.7,2016
23-08-2016,94666.845,97992,0,340800.642,340800.642,2016
24-08-2016,97989.44,93008,0,352761.984,352761.984,2016
25-08-2016,88353.575,86688,0,318072.87,318072.87,2016
26-08-2016,84692.225,90235,0,304892.01,304892.01,2016
27-08-2016,95522.435,120605,1,343880.766,396150.6424,2016
28-08-2016,87065.105,98860,1,313434.378,361076.4035,2016
29-08-2016,93625.33,97806,0,337051.188,337051.188,2016
30-08-2016,90359.14,86617,0,325292.904,325292.904,2016
31-08-2016,88724.395,90752,0,319407.822,319407.822,2016
01-09-2016,69007.78,68567,0,248428.008,248428.008,2016
02-09-2016,85467.9,83832,0,307684.44,307684.44,2016
03-09-2016,60684.38,62921,1,218463.768,251670.2607,2016
04-09-2016,65468.925,64197,1,235688.13,271512.7258,2016
05-09-2016,86727.455,74734,0,312218.838,312218.838,2016
06-09-2016,133335.215,145520,0,480006.774,480006.774,2016
07-09-2016,114197.4,119391,0,411110.64,411110.64,2016
08-09-2016,82401.565,82922,0,296645.634,296645.634,2016
09-09-2016,88973.81,92087,0,320305.716,320305.716,2016
10-09-2016,72367.68,76027,1,260523.648,300123.2425,2016
11-09-2016,56028.715,64885,1,201703.374,232362.2868,2016
12-09-2016,83623.605,87562,0,301044.978,301044.978,2016
13-09-2016,83992.775,86805,0,302373.99,302373.99,2016
14-09-2016,78539.555,83634,0,282742.398,282742.398,2016
15-09-2016,115136.695,109712,0,414492.102,414492.102,2016
16-09-2016,86566.88,83749,0,311640.768,311640.768,2016
17-09-2016,68650.32,71282,1,247141.152,284706.6071,2016
18-09-2016,58851.375,57585,1,211864.95,244068.4224,2016
19-09-2016,77901.05,79612,0,280443.78,280443.78,2016
20-09-2016,84783.265,78677,0,305219.754,305219.754,2016
21-09-2016,87135.67,85670,0,313688.412,313688.412,2016
22-09-2016,108458.68,81702,0,390451.248,390451.248,2016
23-09-2016,99604.795,81659,0,358577.262,358577.262,2016
24-09-2016,72180.51,70968,1,259849.836,299347.0111,2016
25-09-2016,65801.41,60170,1,236885.076,272891.6076,2016
26-09-2016,79803.945,79103,0,287294.202,287294.202,2016
27-09-2016,77937.88,78247,0,280576.368,280576.368,2016
28-09-2016,81673.255,81510,0,294023.718,294023.718,2016
29-09-2016,76750.55,86659,0,276301.98,276301.98,2016
30-09-2016,81116.645,84969,0,292019.922,292019.922,2016
01-10-2016,64949.885,68254,1,233819.586,269360.1631,2016
02-10-2016,58768.795,59810,1,211567.662,243725.9466,2016
03-10-2016,71795.505,78844,0,258463.818,258463.818,2016
04-10-2016,85456.95,83054,0,307645.02,307645.02,2016
05-10-2016,84722.605,83459,0,305001.378,305001.378,2016
06-10-2016,80526.145,81872,0,289894.122,289894.122,2016
07-10-2016,83415.375,84246,0,300295.35,300295.35,2016
08-10-2016,67787.805,75288,1,244036.098,281129.5849,2016
09-10-2016,50482.8,59740,1,181738.08,209362.2682,2016
10-10-2016,71464.06,74469,0,257270.616,257270.616,2016
11-10-2016,81141.59,81784,0,292109.724,292109.724,2016
12-10-2016,72051.435,79022,0,259385.166,259385.166,2016
13-10-2016,66108.475,84043,0,237990.51,237990.51,2016
14-10-2016,78142.18,82427,0,281311.848,281311.848,2016
15-10-2016,68626.63,56228,1,247055.868,284608.3599,2016
16-10-2016,61340.32,56378,1,220825.152,254390.5751,2016
17-10-2016,80307.19,79954,0,289105.884,289105.884,2016
18-10-2016,79842.31,83107,0,287432.316,287432.316,2016
19-10-2016,75735.345,74712,0,272647.242,272647.242,2016
20-10-2016,73503.835,69895,0,264613.806,264613.806,2016
21-10-2016,80818.735,81187,0,290947.446,290947.446,2016
22-10-2016,50389.86,61191,1,181403.496,208976.8274,2016
23-10-2016,57746.95,60814,1,207889.02,239488.151,2016
24-10-2016,72741.235,77637,0,261868.446,261868.446,2016
25-10-2016,79543.075,79044,0,286355.07,286355.07,2016
26-10-2016,85509.14,79207,0,307832.904,307832.904,2016
27-10-2016,83149.195,84421,0,299337.102,299337.102,2016
28-10-2016,84037.035,85816,0,302533.326,302533.326,2016
29-10-2016,75212.4,66605,1,270764.64,311920.8653,2016
30-10-2016,54469.75,52869,1,196091.1,225896.9472,2016
31-10-2016,78837.375,77403,0,283814.55,283814.55,2016
01-11-2016,76651.575,83787,0,275945.67,275945.67,2016
02-11-2016,81467.16,82068,0,293281.776,293281.776,2016
03-11-2016,86497.75,93029,0,311391.9,311391.9,2016
04-11-2016,86532.58,95778,0,311517.288,311517.288,2016
05-11-2016,58069.18,66800,1,209049.048,240824.5033,2016
06-11-2016,54035.21,53121,1,194526.756,224094.8229,2016
07-11-2016,76274.98,78260,0,274589.928,274589.928,2016
08-11-2016,79421.04,79389,0,285915.744,285915.744,2016
09-11-2016,84032.63,88608,0,302517.468,302517.468,2016
10-11-2016,75090.825,82784,0,270326.97,270326.97,2016
11-11-2016,81138.935,82612,0,292100.166,292100.166,2016
12-11-2016,54805.51,63519,1,197299.836,227289.4111,2016
13-11-2016,51142.6,50791,1,184113.36,212098.5907,2016
14-11-2016,81079.69,78636,0,291886.884,291886.884,2016
15-11-2016,103276.095,107188,0,371793.942,371793.942,2016
16-11-2016,80034.535,81564,0,288124.326,288124.326,2016
17-11-2016,81555.605,86824,0,293600.178,293600.178,2016
18-11-2016,166016.895,204565,0,597660.822,597660.822,2016
19-11-2016,56926.805,65048,1,204936.498,236086.8457,2016
20-11-2016,50779.39,53556,1,182805.804,210592.2862,2016
21-11-2016,77771.235,78376,0,279976.446,279976.446,2016
22-11-2016,138649.785,170238,0,499139.226,499139.226,2016
23-11-2016,139761.335,156818,0,503140.806,503140.806,2016
24-11-2016,99299.13,93206,0,357476.868,357476.868,2016
25-11-2016,76533.065,60339,0,275519.034,275519.034,2016
26-11-2016,66412.025,73574,1,239083.29,275423.9501,2016
27-11-2016,101845.21,110796,1,366642.756,422372.4549,2016
28-11-2016,129750.725,149725,0,467102.61,467102.61,2016
29-11-2016,122721.165,111928,0,441796.194,441796.194,2016
30-11-2016,163210.93,190638,0,587559.348,587559.348,2016
01-12-2016,105947.94,93542,0,381412.584,381412.584,2016
02-12-2016,86648.455,92591,0,311934.438,311934.438,2016
03-12-2016,79236.945,76077,1,285253.002,328611.4583,2016
04-12-2016,87201.31,86699,1,313924.716,361641.2728,2016
05-12-2016,101318.205,113072,0,364745.538,364745.538,2016
06-12-2016,78243.785,86745,0,281677.626,281677.626,2016
07-12-2016,97786.425,101791,0,352031.13,352031.13,2016
08-12-2016,91421.06,96615,0,329115.816,329115.816,2016
09-12-2016,98287.315,108442,0,353834.334,353834.334,2016
10-12-2016,77384.93,89149,1,278585.748,320930.7817,2016
11-12-2016,86408.21,99053,1,311069.556,358352.1285,2016
12-12-2016,113177.3,135165,0,407438.28,407438.28,2016
13-12-2016,86780.41,87343,0,312409.476,312409.476,2016
14-12-2016,104346.25,116050,0,375646.5,375646.5,2016
15-12-2016,82931.545,87303,0,298553.562,298553.562,2016
16-12-2016,106817.645,104632,0,384543.522,384543.522,2016
17-12-2016,67487.66,67869,1,242955.576,279884.8236,2016
18-12-2016,47392.085,44814,1,170611.506,196544.4549,2016
19-12-2016,82914.105,83820,0,298490.778,298490.778,2016
20-12-2016,86976.055,88534,0,313113.798,313113.798,2016
21-12-2016,86494.935,85402,0,311381.766,311381.766,2016
22-12-2016,81459.505,84920,0,293254.218,293254.218,2016
23-12-2016,135778.86,151497,0,488803.896,488803.896,2016
24-12-2016,95033.665,85765,1,342121.194,394123.6155,2016
25-12-2016,97339.195,91433,1,350421.102,403685.1095,2016
26-12-2016,65167.235,59322,0,234602.046,234602.046,2016
27-12-2016,71436.065,75618,0,257169.834,257169.834,2016
28-12-2016,81174.01,81022,0,292226.436,292226.436,2016
29-12-2016,80868.75,82366,0,291127.5,291127.5,2016
30-12-2016,78278.255,81734,0,281801.718,281801.718,2016
31-12-2016,57481.095,64473,1,206931.942,238385.5972,2016
01-01-2017,53829.67,51063,1,193786.812,223242.4074,2017
02-01-2017,112119.185,99808,0,403629.066,403629.066,2017
03-01-2017,81660.05,82929,0,293976.18,293976.18,2017
04-01-2017,82051.01,85131,0,295383.636,295383.636,2017
05-01-2017,83927.98,89926,0,302140.728,302140.728,2017
06-01-2017,83840.325,86597,0,301825.17,301825.17,2017
07-01-2017,59707.63,65994,1,214947.468,247619.4831,2017
08-01-2017,55431.98,55603,1,199555.128,229887.5075,2017
09-01-2017,102180.845,113882,0,367851.042,367851.042,2017
10-01-2017,99299.775,113940,0,357479.19,357479.19,2017
11-01-2017,88323.605,91208,0,317964.978,317964.978,2017
12-01-2017,87562.795,96795,0,315226.062,315226.062,2017
13-01-2017,82562.88,87355,0,297226.368,297226.368,2017
14-01-2017,61007.355,66050,1,219626.478,253009.7027,2017
15-01-2017,59222.505,59184,1,213201.018,245607.5727,2017
16-01-2017,96190.925,111604,0,346287.33,346287.33,2017
17-01-2017,120328.29,149004,0,433181.844,433181.844,2017
18-01-2017,104499.075,118851,0,376196.67,376196.67,2017
19-01-2017,117333.64,146960,0,422401.104,422401.104,2017
20-01-2017,168572.37,191471,0,606860.532,606860.532,2017
21-01-2017,150485.995,184582,1,541749.582,624095.5185,2017
22-01-2017,106375.08,76447,1,382950.288,441158.7318,2017
23-01-2017,135563.785,152005,0,488029.626,488029.626,2017
24-01-2017,86163.88,83902,0,310189.968,310189.968,2017
25-01-2017,103712.93,102384,0,373366.548,373366.548,2017
26-01-2017,91469.29,90924,0,329289.444,329289.444,2017
27-01-2017,85853.165,91525,0,309071.394,309071.394,2017
28-01-2017,63124.64,72645,1,227248.704,261790.507,2017
29-01-2017,58070.465,58191,1,209053.674,240829.8324,2017
30-01-2017,108460.355,118786,0,390457.278,390457.278,2017
31-01-2017,103528.86,105133,0,372703.896,372703.896,2017
01-02-2017,86398.365,86747,0,311034.114,311034.114,2017
02-02-2017,86653.55,87064,0,311952.78,311952.78,2017
03-02-2017,91493.985,92496,0,329378.346,329378.346,2017
04-02-2017,66139.99,72726,1,238103.964,274295.7665,2017
05-02-2017,55652.5,58130,1,200349,230802.048,2017
06-02-2017,81514.21,82586,0,293451.156,293451.156,2017
07-02-2017,109776.76,129796,0,395196.336,395196.336,2017
08-02-2017,87124.805,90967,0,313649.298,313649.298,2017
09-02-2017,87838.24,88847,0,316217.664,316217.664,2017
10-02-2017,85918.13,85539,0,309305.268,309305.268,2017
11-02-2017,66072.195,76664,1,237859.902,274014.6071,2017
12-02-2017,62811.555,65121,1,226121.598,260492.0809,2017
13-02-2017,67848.465,57793,0,244254.474,244254.474,2017
14-02-2017,85374.735,89002,0,307349.046,307349.046,2017
15-02-2017,84932.895,88218,0,305758.422,305758.422,2017
16-02-2017,88883.44,91959,0,319980.384,319980.384,2017
17-02-2017,83994.875,92271,0,302381.55,302381.55,2017
18-02-2017,63428.145,73680,1,228341.322,263049.2029,2017
19-02-2017,61987.035,62846,1,223153.326,257072.6316,2017
20-02-2017,86488.92,74482,0,311360.112,311360.112,2017
21-02-2017,87414.975,86364,0,314693.91,314693.91,2017
22-02-2017,118282.67,138713,0,425817.612,425817.612,2017
23-02-2017,90013.63,93391,0,324049.068,324049.068,2017
24-02-2017,89266.28,93963,0,321358.608,321358.608,2017
25-02-2017,67726.995,72214,1,243817.182,280877.3937,2017
26-02-2017,60275.885,61533,1,216993.186,249976.1503,2017
27-02-2017,90979.215,88063,0,327525.174,327525.174,2017
28-02-2017,120434.16,136459,0,433562.976,433562.976,2017
01-03-2017,99590.42,104530,0,358525.512,358525.512,2017
02-03-2017,87156.85,91641,0,313764.66,313764.66,2017
03-03-2017,84832.315,99628,0,305396.334,305396.334,2017
04-03-2017,66154.52,71544,1,238156.272,274356.0253,2017
05-03-2017,62705.45,63844,1,225739.62,260052.0422,2017
06-03-2017,114657.54,118414,0,412767.144,412767.144,2017
07-03-2017,86679.005,90211,0,312044.418,312044.418,2017
08-03-2017,90431.295,91566,0,325552.662,325552.662,2017
09-03-2017,88695.785,95650,0,319304.826,319304.826,2017
10-03-2017,92504.38,96325,0,333015.768,333015.768,2017
11-03-2017,69521.78,79052,1,250278.408,288320.726,2017
12-03-2017,74016.91,78716,1,266460.876,306962.9292,2017
13-03-2017,74982.185,82025,0,269935.866,269935.866,2017
14-03-2017,87631.465,85843,0,315473.274,315473.274,2017
15-03-2017,82753.365,84046,0,297912.114,297912.114,2017
16-03-2017,97576.315,115720,0,351274.734,351274.734,2017
17-03-2017,99412.12,97433,0,357883.632,357883.632,2017
18-03-2017,65298.185,74675,1,235073.466,270804.6328,2017
19-03-2017,63757.995,62760,1,229528.782,264417.1569,2017
20-03-2017,82829.88,83702,0,298187.568,298187.568,2017
21-03-2017,79310.005,85788,0,285516.018,285516.018,2017
22-03-2017,87460.22,88951,0,314856.792,314856.792,2017
23-03-2017,138458.57,156813,0,498450.852,498450.852,2017
24-03-2017,138908.6,150122,0,500070.96,500070.96,2017
25-03-2017,82050.08,81646,1,295380.288,340278.0918,2017
26-03-2017,97782.24,109375,1,352016.064,405522.5057,2017
27-03-2017,110029.655,119333,0,396106.758,396106.758,2017
28-03-2017,88790.945,97434,0,319647.402,319647.402,2017
29-03-2017,99168.845,101397,0,357007.842,357007.842,2017
30-03-2017,101623.65,100929,0,365845.14,365845.14,2017
31-03-2017,91794.82,94803,0,330461.352,330461.352,2017
01-04-2017,66290.615,74989,1,238646.214,274920.4385,2017
02-04-2017,77583.815,80469,1,279301.734,321755.5976,2017
03-04-2017,173695.645,201214,0,625304.322,625304.322,2017
04-04-2017,88371.985,91438,0,318139.146,318139.146,2017
05-04-2017,87698.395,89737,0,315714.222,315714.222,2017
06-04-2017,88427.24,92160,0,318338.064,318338.064,2017
07-04-2017,89910.265,88187,0,323676.954,323676.954,2017
08-04-2017,68364.77,69220,1,246113.172,283522.3741,2017
09-04-2017,79371.375,79274,1,285736.95,329168.9664,2017
10-04-2017,143898.91,145712,0,518036.076,518036.076,2017
11-04-2017,92128.875,93430,0,331663.95,331663.95,2017
12-04-2017,117218.485,127257,0,421986.546,421986.546,2017
13-04-2017,113512.18,100184,0,408643.848,408643.848,2017
14-04-2017,133038.955,158449,0,478940.238,478940.238,2017
15-04-2017,108370.955,128128,1,390135.438,449436.0246,2017
16-04-2017,64940.925,62346,1,233787.33,269323.0042,2017
17-04-2017,86329.51,88022,0,310786.236,310786.236,2017
18-04-2017,117448.725,116719,0,422815.41,422815.41,2017
19-04-2017,133009.91,141551,0,478835.676,478835.676,2017
20-04-2017,132766.96,155691,0,477961.056,477961.056,2017
21-04-2017,96876.68,108673,0,348756.048,348756.048,2017
22-04-2017,71040.07,78104,1,255744.252,294617.3783,2017
23-04-2017,64645.745,62583,1,232724.682,268098.8337,2017
24-04-2017,89966.155,90313,0,323878.158,323878.158,2017
25-04-2017,127977.41,138165,0,460718.676,460718.676,2017
26-04-2017,166716.775,193180,0,600180.39,600180.39,2017
27-04-2017,115454.155,118444,0,415634.958,415634.958,2017
28-04-2017,94562.72,97100,0,340425.792,340425.792,2017
29-04-2017,69385.585,76105,1,249788.106,287755.8981,2017
30-04-2017,76965.57,88061,1,277076.052,319191.6119,2017
01-05-2017,210959.865,248731,0,759455.514,759455.514,2017
02-05-2017,102194.79,101603,0,367901.244,367901.244,2017
03-05-2017,89529.93,90227,0,322307.748,322307.748,2017
04-05-2017,91184.235,92877,0,328263.246,328263.246,2017
05-05-2017,84704.91,94072,0,304937.676,304937.676,2017
06-05-2017,72130.745,76976,1,259670.682,299140.6257,2017
07-05-2017,66182.79,65525,1,238258.044,274473.2667,2017
08-05-2017,94237.505,99502,0,339255.018,339255.018,2017
09-05-2017,90855.455,90130,0,327079.638,327079.638,2017
10-05-2017,99377.125,99942,0,357757.65,357757.65,2017
11-05-2017,91510.1,93906,0,329436.36,329436.36,2017
12-05-2017,93383.77,96014,0,336181.572,336181.572,2017
13-05-2017,70376.61,73821,1,253355.796,291865.877,2017
14-05-2017,64701.35,67090,1,232924.86,268329.4387,2017
15-05-2017,107598.31,114275,0,387353.916,387353.916,2017
16-05-2017,129533.88,150968,0,466321.968,466321.968,2017
17-05-2017,167456.42,198500,0,602843.112,602843.112,2017
18-05-2017,142649.23,141080,0,513537.228,513537.228,2017
19-05-2017,88503.46,90502,0,318612.456,318612.456,2017
20-05-2017,125828.445,143693,1,452982.402,521835.7271,2017
21-05-2017,128020.27,136587,1,460872.972,530925.6637,2017
22-05-2017,87541.72,86053,0,315150.192,315150.192,2017
23-05-2017,96565.375,96969,0,347635.35,347635.35,2017
24-05-2017,91796.765,90489,0,330468.354,330468.354,2017
25-05-2017,95733.56,98445,0,344640.816,344640.816,2017
26-05-2017,88524.92,86240,0,318689.712,318689.712,2017
27-05-2017,63789.81,60864,1,229643.316,264549.1,2017
28-05-2017,66969.61,67799,1,241090.596,277736.3666,2017
29-05-2017,77983.43,59338,0,280740.348,280740.348,2017
30-05-2017,102450.63,91177,0,368822.268,368822.268,2017
31-05-2017,89012.73,89218,0,320445.828,320445.828,2017
01-06-2017,79935.085,90324,0,287766.306,287766.306,2017
02-06-2017,83187.935,91226,0,299476.566,299476.566,2017
03-06-2017,69574.77,70613,1,250469.172,288540.4861,2017
04-06-2017,60814.315,72306,1,218931.534,252209.1272,2017
05-06-2017,79559.095,86567,0,286412.742,286412.742,2017
06-06-2017,76822.885,86732,0,276562.386,276562.386,2017
07-06-2017,90161.34,95308,0,324580.824,324580.824,2017
08-06-2017,85885.355,92427,0,309187.278,309187.278,2017
09-06-2017,75745.815,90519,0,272684.934,272684.934,2017
